date,RegionName,AreaCode,SalesVolume
01/07/2020,North East,E12000001,63
01/07/2020,North West,E12000002,105
01/07/2020,South East,E12000008,68
01/07/2020,South West,E12000009,30
01/07/2020,West Midlands Region,E12000005,55
01/07/2020,Yorkshire and The Humber,E12000003,66
01/07/2020,England,E92000001,471
01/07/2020,Wales,W92000004,45
01/08/2020,East Midlands,E12000004,22
01/08/2020,East of England,E12000006,12
01/08/2020,London,E12000007,51
01/08/2020,North East,E12000001,100
01/08/2020,North West,E12000002,87
01/08/2020,South East,E12000008,42
01/08/2020,South West,E12000009,25
01/08/2020,West Midlands Region,E12000005,30
01/08/2020,Yorkshire and The Humber,E12000003,63
01/08/2020,England,E92000001,432
01/08/2020,Wales,W92000004,25
01/09/2020,East Midlands,E12000004,24
01/09/2020,East of England,E12000006,8
01/09/2020,London,E12000007,25
01/09/2020,North East,E12000001,67
01/09/2020,North West,E12000002,75
01/09/2020,South East,E12000008,42
01/09/2020,South West,E12000009,20
01/09/2020,West Midlands Region,E12000005,30
01/09/2020,Yorkshire and The Humber,E12000003,63
01/09/2020,England,E92000001,354
01/09/2020,Wales,W92000004,41
01/10/2020,East Midlands,E12000004,31
01/10/2020,East of England,E12000006,9
01/10/2020,London,E12000007,37
01/10/2020,North East,E12000001,76
01/10/2020,North West,E12000002,105
01/10/2020,South East,E12000008,44
01/10/2020,South West,E12000009,34
01/10/2020,West Midlands Region,E12000005,43
01/10/2020,Yorkshire and The Humber,E12000003,45
01/10/2020,England,E92000001,424
01/10/2020,Wales,W92000004,37
01/11/2020,East Midlands,E12000004,25
01/11/2020,East of England,E12000006,12
01/11/2020,London,E12000007,39
01/11/2020,North East,E12000001,51
01/11/2020,North West,E12000002,63
01/11/2020,South East,E12000008,44
01/11/2020,South West,E12000009,25
01/11/2020,West Midlands Region,E12000005,24
01/11/2020,Yorkshire and The Humber,E12000003,41
01/11/2020,England,E92000001,324
01/11/2020,Wales,W92000004,31
01/12/2020,East Midlands,E12000004,14
01/12/2020,East of England,E12000006,5
01/12/2020,London,E12000007,42
01/12/2020,North East,E12000001,31
01/12/2020,North West,E12000002,71
01/12/2020,South East,E12000008,39
01/12/2020,South West,E12000009,26
01/12/2020,West Midlands Region,E12000005,17
01/12/2020,Yorkshire and The Humber,E12000003,45
01/12/2020,England,E92000001,290
01/12/2020,Wales,W92000004,23
01/01/2021,East Midlands,E12000004,12
01/01/2021,East of England,E12000006,10
01/01/2021,London,E12000007,31
01/01/2021,North East,E12000001,37
01/01/2021,North West,E12000002,56
01/01/2021,South East,E12000008,39
01/01/2021,South West,E12000009,9
01/01/2021,West Midlands Region,E12000005,22
01/01/2021,Yorkshire and The Humber,E12000003,40
01/01/2021,England,E92000001,256
01/01/2021,Wales,W92000004,18
01/02/2021,East Midlands,E12000004,17
01/02/2021,East of England,E12000006,10
01/02/2021,London,E12000007,33
01/02/2021,North East,E12000001,41
01/02/2021,North West,E12000002,61
01/02/2021,South East,E12000008,35
01/02/2021,South West,E12000009,10
01/02/2021,West Midlands Region,E12000005,22
01/02/2021,Yorkshire and The Humber,E12000003,28
01/02/2021,England,E92000001,257
01/02/2021,Wales,W92000004,21
01/03/2021,East Midlands,E12000004,31
01/03/2021,East of England,E12000006,4
01/03/2021,London,E12000007,43
01/03/2021,North East,E12000001,40
01/03/2021,North West,E12000002,47
01/03/2021,South East,E12000008,51
01/03/2021,South West,E12000009,24
01/03/2021,West Midlands Region,E12000005,28
01/03/2021,Yorkshire and The Humber,E12000003,33
01/03/2021,England,E92000001,301
01/03/2021,Wales,W92000004,14
01/04/2021,East Midlands,E12000004,16
01/04/2021,East of England,E12000006,16
01/04/2021,London,E12000007,15
01/04/2021,North East,E12000001,30
01/04/2021,North West,E12000002,46
01/04/2021,South East,E12000008,35
01/04/2021,South West,E12000009,11
01/04/2021,West Midlands Region,E12000005,31
01/04/2021,Yorkshire and The Humber,E12000003,30
01/04/2021,England,E92000001,230
01/04/2021,Wales,W92000004,14
01/05/2021,East Midlands,E12000004,7
01/05/2021,East of England,E12000006,7
01/05/2021,London,E12000007,32
01/05/2021,North East,E12000001,34
01/05/2021,North West,E12000002,54
01/05/2021,South East,E12000008,20
01/05/2021,South West,E12000009,16
01/05/2021,West Midlands Region,E12000005,10
01/05/2021,Yorkshire and The Humber,E12000003,14
01/05/2021,England,E92000001,194
01/05/2021,Wales,W92000004,12
01/06/2021,East Midlands,E12000004,13
01/06/2021,East of England,E12000006,10
01/06/2021,London,E12000007,58
01/06/2021,North East,E12000001,32
01/06/2021,North West,E12000002,54
01/06/2021,South East,E12000008,40
01/06/2021,South West,E12000009,20
01/06/2021,West Midlands Region,E12000005,20
01/06/2021,Yorkshire and The Humber,E12000003,22
01/06/2021,England,E92000001,269
01/06/2021,Wales,W92000004,13
01/07/2021,East Midlands,E12000004,11
01/07/2021,East of England,E12000006,8
01/07/2021,London,E12000007,20
01/07/2021,North East,E12000001,36
01/07/2021,North West,E12000002,48
01/07/2021,South East,E12000008,26
01/07/2021,South West,E12000009,18
01/07/2021,West Midlands Region,E12000005,15
01/07/2021,Yorkshire and The Humber,E12000003,17
01/07/2021,England,E92000001,199
01/07/2021,Wales,W92000004,17
01/08/2021,East Midlands,E12000004,14
01/08/2021,East of England,E12000006,8
01/08/2021,London,E12000007,13
01/08/2021,North East,E12000001,27
01/08/2021,North West,E12000002,51
01/08/2021,South East,E12000008,20
01/08/2021,South West,E12000009,14
01/08/2021,West Midlands Region,E12000005,23
01/08/2021,Yorkshire and The Humber,E12000003,27
01/08/2021,England,E92000001,197
01/08/2021,Wales,W92000004,5
01/09/2021,East Midlands,E12000004,15
01/09/2021,East of England,E12000006,6
01/09/2021,London,E12000007,30
01/09/2021,North East,E12000001,47
01/09/2021,North West,E12000002,70
01/09/2021,South East,E12000008,22
01/09/2021,South West,E12000009,23
01/09/2021,West Midlands Region,E12000005,22
01/09/2021,Yorkshire and The Humber,E12000003,28
01/09/2021,England,E92000001,263
01/09/2021,Wales,W92000004,12
01/10/2021,East Midlands,E12000004,9
01/10/2021,East of England,E12000006,7
01/10/2021,London,E12000007,14
01/10/2021,North East,E12000001,30
01/10/2021,North West,E12000002,58
01/10/2021,South East,E12000008,19
01/10/2021,South West,E12000009,13
01/10/2021,West Midlands Region,E12000005,15
01/10/2021,Yorkshire and The Humber,E12000003,36
01/10/2021,England,E92000001,201
01/10/2021,Wales,W92000004,14
01/11/2021,East Midlands,E12000004,15
01/11/2021,East of England,E12000006,12
01/11/2021,London,E12000007,24
01/11/2021,North East,E12000001,65
01/11/2021,North West,E12000002,71
01/11/2021,South East,E12000008,23
01/11/2021,South West,E12000009,18
01/11/2021,West Midlands Region,E12000005,21
01/11/2021,Yorkshire and The Humber,E12000003,40
01/11/2021,England,E92000001,289
01/11/2021,Wales,W92000004,12
01/12/2021,East Midlands,E12000004,13
01/12/2021,East of England,E12000006,1
01/12/2021,London,E12000007,21
01/12/2021,North East,E12000001,31
01/12/2021,North West,E12000002,65
01/12/2021,South East,E12000008,24
01/12/2021,South West,E12000009,5
01/12/2021,West Midlands Region,E12000005,20
01/12/2021,Yorkshire and The Humber,E12000003,36
01/12/2021,England,E92000001,216
01/12/2021,Wales,W92000004,27
01/01/2022,East Midlands,E12000004,11
01/01/2022,East of England,E12000006,6
01/01/2022,London,E12000007,26
01/01/2022,North East,E12000001,41
01/01/2022,North West,E12000002,66
01/01/2022,South East,E12000008,28
01/01/2022,South West,E12000009,18
01/01/2022,West Midlands Region,E12000005,19
01/01/2022,Yorkshire and The Humber,E12000003,40
01/01/2022,England,E92000001,255
01/01/2022,Wales,W92000004,21
01/02/2022,East Midlands,E12000004,21
01/02/2022,East of England,E12000006,3
01/02/2022,London,E12000007,28
01/02/2022,North East,E12000001,35
01/02/2022,North West,E12000002,65
01/02/2022,South East,E12000008,28
01/02/2022,South West,E12000009,19
01/02/2022,West Midlands Region,E12000005,33
01/02/2022,Yorkshire and The Humber,E12000003,42
01/02/2022,England,E92000001,274
01/02/2022,Wales,W92000004,14
01/03/2022,East Midlands,E12000004,19
01/03/2022,East of England,E12000006,5
01/03/2022,London,E12000007,31
01/03/2022,North East,E12000001,55
01/03/2022,North West,E12000002,75
01/03/2022,South East,E12000008,37
01/03/2022,South West,E12000009,21
01/03/2022,West Midlands Region,E12000005,26
01/03/2022,Yorkshire and The Humber,E12000003,65
01/03/2022,England,E92000001,334
01/03/2022,Wales,W92000004,22
01/04/2022,East Midlands,E12000004,17
01/04/2022,East of England,E12000006,9
01/04/2022,London,E12000007,36
01/04/2022,North East,E12000001,57
01/04/2022,North West,E12000002,58
01/04/2022,South East,E12000008,30
01/04/2022,South West,E12000009,24
01/04/2022,West Midlands Region,E12000005,21
01/04/2022,Yorkshire and The Humber,E12000003,49
01/04/2022,England,E92000001,301
01/04/2022,Wales,W92000004,19
01/05/2022,East Midlands,E12000004,38
01/05/2022,East of England,E12000006,4
01/05/2022,London,E12000007,38
01/05/2022,North East,E12000001,31
01/05/2022,North West,E12000002,63
01/05/2022,South East,E12000008,36
01/05/2022,South West,E12000009,17
01/05/2022,West Midlands Region,E12000005,30
01/05/2022,Yorkshire and The Humber,E12000003,56
01/05/2022,England,E92000001,313
01/05/2022,Wales,W92000004,25
01/06/2022,East Midlands,E12000004,19
01/06/2022,East of England,E12000006,6
01/06/2022,London,E12000007,19
01/06/2022,North East,E12000001,64
01/06/2022,North West,E12000002,66
01/06/2022,South East,E12000008,27
01/06/2022,South West,E12000009,18
01/06/2022,West Midlands Region,E12000005,24
01/06/2022,Yorkshire and The Humber,E12000003,63
01/06/2022,England,E92000001,306
01/06/2022,Wales,W92000004,17
01/07/2022,East Midlands,E12000004,21
01/07/2022,East of England,E12000006,5
01/07/2022,London,E12000007,44
01/07/2022,North East,E12000001,42
01/07/2022,North West,E12000002,70
01/07/2022,South East,E12000008,27
01/07/2022,South West,E12000009,31
01/07/2022,West Midlands Region,E12000005,28
01/07/2022,Yorkshire and The Humber,E12000003,61
01/07/2022,England,E92000001,329
01/07/2022,Wales,W92000004,18
01/08/2022,East Midlands,E12000004,16
01/08/2022,East of England,E12000006,11
01/08/2022,London,E12000007,41
01/08/2022,North East,E12000001,54
01/08/2022,North West,E12000002,90
01/08/2022,South East,E12000008,46
01/08/2022,South West,E12000009,25
01/08/2022,West Midlands Region,E12000005,22
01/08/2022,Yorkshire and The Humber,E12000003,61
01/08/2022,England,E92000001,366
01/08/2022,Wales,W92000004,30
01/09/2022,East Midlands,E12000004,26
01/09/2022,East of England,E12000006,10
01/09/2022,London,E12000007,37
01/09/2022,North East,E12000001,54
01/09/2022,North West,E12000002,77
01/09/2022,South East,E12000008,41
01/09/2022,South West,E12000009,16
01/09/2022,West Midlands Region,E12000005,30
01/09/2022,Yorkshire and The Humber,E12000003,52
01/09/2022,England,E92000001,343
01/09/2022,Wales,W92000004,30
01/10/2022,East Midlands,E12000004,33
01/10/2022,East of England,E12000006,8
01/10/2022,London,E12000007,37
01/10/2022,North East,E12000001,62
01/10/2022,North West,E12000002,69
01/10/2022,South East,E12000008,28
01/10/2022,South West,E12000009,21
01/10/2022,West Midlands Region,E12000005,30
01/10/2022,Yorkshire and The Humber,E12000003,54
01/10/2022,England,E92000001,342
01/10/2022,Wales,W92000004,31
01/11/2022,East Midlands,E12000004,23
01/11/2022,East of England,E12000006,20
01/11/2022,London,E12000007,31
01/11/2022,North East,E12000001,45
01/11/2022,North West,E12000002,96
01/11/2022,South East,E12000008,65
01/11/2022,South West,E12000009,21
01/11/2022,West Midlands Region,E12000005,38
01/11/2022,Yorkshire and The Humber,E12000003,66
01/11/2022,England,E92000001,405
01/11/2022,Wales,W92000004,23
01/12/2022,East Midlands,E12000004,19
01/12/2022,East of England,E12000006,10
01/12/2022,London,E12000007,40
01/12/2022,North East,E12000001,47
01/12/2022,North West,E12000002,77
01/12/2022,South East,E12000008,52
01/12/2022,South West,E12000009,22
01/12/2022,West Midlands Region,E12000005,29
01/12/2022,Yorkshire and The Humber,E12000003,43
01/12/2022,England,E92000001,339
01/12/2022,Wales,W92000004,29
01/01/2023,East Midlands,E12000004,24
01/01/2023,East of England,E12000006,20
01/01/2023,London,E12000007,42
01/01/2023,North East,E12000001,46
01/01/2023,North West,E12000002,61
01/01/2023,South East,E12000008,49
01/01/2023,South West,E12000009,18
01/01/2023,West Midlands Region,E12000005,25
01/01/2023,Yorkshire and The Humber,E12000003,67
01/01/2023,England,E92000001,352
01/01/2023,Wales,W92000004,20
01/02/2023,East Midlands,E12000004,24
01/02/2023,East of England,E12000006,10
01/02/2023,London,E12000007,36
01/02/2023,North East,E12000001,53
01/02/2023,North West,E12000002,76
01/02/2023,South East,E12000008,43
01/02/2023,South West,E12000009,32
01/02/2023,West Midlands Region,E12000005,28
01/02/2023,Yorkshire and The Humber,E12000003,53
01/02/2023,England,E92000001,355
01/02/2023,Wales,W92000004,24
01/03/2023,East Midlands,E12000004,26
01/03/2023,East of England,E12000006,17
01/03/2023,London,E12000007,52
01/03/2023,North East,E12000001,77
01/03/2023,North West,E12000002,78
01/03/2023,South East,E12000008,69
01/03/2023,South West,E12000009,21
01/03/2023,West Midlands Region,E12000005,40
01/03/2023,Yorkshire and The Humber,E12000003,56
01/03/2023,England,E92000001,436
01/03/2023,Wales,W92000004,33
01/04/2023,East Midlands,E12000004,24
01/04/2023,East of England,E12000006,7
01/04/2023,London,E12000007,42
01/04/2023,North East,E12000001,34
01/04/2023,North West,E12000002,65
01/04/2023,South East,E12000008,55
01/04/2023,South West,E12000009,18
01/04/2023,West Midlands Region,E12000005,36
01/04/2023,Yorkshire and The Humber,E12000003,44
01/04/2023,England,E92000001,325
01/04/2023,Wales,W92000004,20
01/05/2023,East Midlands,E12000004,22
01/05/2023,East of England,E12000006,11
01/05/2023,London,E12000007,39
01/05/2023,North East,E12000001,55
01/05/2023,North West,E12000002,78
01/05/2023,South East,E12000008,45
01/05/2023,South West,E12000009,29
01/05/2023,West Midlands Region,E12000005,42
01/05/2023,Yorkshire and The Humber,E12000003,41
01/05/2023,England,E92000001,362
01/05/2023,Wales,W92000004,25
01/06/2023,East Midlands,E12000004,30
01/06/2023,East of England,E12000006,7
01/06/2023,London,E12000007,57
01/06/2023,North East,E12000001,58
01/06/2023,North West,E12000002,74
01/06/2023,South East,E12000008,55
01/06/2023,South West,E12000009,23
01/06/2023,West Midlands Region,E12000005,39
01/06/2023,Yorkshire and The Humber,E12000003,40
01/06/2023,England,E92000001,383
01/06/2023,Wales,W92000004,27
01/07/2023,East Midlands,E12000004,28
01/07/2023,East of England,E12000006,9
01/07/2023,London,E12000007,36
01/07/2023,North East,E12000001,44
01/07/2023,North West,E12000002,78
01/07/2023,South East,E12000008,38
01/07/2023,South West,E12000009,12
01/07/2023,West Midlands Region,E12000005,29
01/07/2023,Yorkshire and The Humber,E12000003,55
01/07/2023,England,E92000001,329
01/07/2023,Wales,W92000004,18
01/08/2023,East Midlands,E12000004,21
01/08/2023,East of England,E12000006,10
01/08/2023,London,E12000007,59
01/08/2023,North East,E12000001,65
01/08/2023,North West,E12000002,77
01/08/2023,South East,E12000008,46
01/08/2023,South West,E12000009,17
01/08/2023,West Midlands Region,E12000005,36
01/08/2023,Yorkshire and The Humber,E12000003,67
01/08/2023,England,E92000001,398
01/08/2023,Wales,W92000004,29
01/09/2023,East Midlands,E12000004,23
01/09/2023,East of England,E12000006,13
01/09/2023,London,E12000007,50
01/09/2023,North East,E12000001,57
01/09/2023,North West,E12000002,95
01/09/2023,South East,E12000008,39
01/09/2023,South West,E12000009,26
01/09/2023,West Midlands Region,E12000005,31
01/09/2023,Yorkshire and The Humber,E12000003,44
01/09/2023,England,E92000001,378
01/09/2023,Wales,W92000004,26
01/10/2023,East Midlands,E12000004,23
01/10/2023,East of England,E12000006,15
01/10/2023,London,E12000007,61
01/10/2023,North East,E12000001,62
01/10/2023,North West,E12000002,92
01/10/2023,South East,E12000008,47
01/10/2023,South West,E12000009,18
01/10/2023,West Midlands Region,E12000005,41
01/10/2023,Yorkshire and The Humber,E12000003,50
01/10/2023,England,E92000001,409
01/10/2023,Wales,W92000004,23
01/11/2023,East Midlands,E12000004,23
01/11/2023,East of England,E12000006,18
01/11/2023,London,E12000007,54
01/11/2023,North East,E12000001,64
01/11/2023,North West,E12000002,86
01/11/2023,South East,E12000008,44
01/11/2023,South West,E12000009,25
01/11/2023,West Midlands Region,E12000005,33
01/11/2023,Yorkshire and The Humber,E12000003,52
01/11/2023,England,E92000001,399
01/11/2023,Wales,W92000004,32
01/12/2023,East Midlands,E12000004,22
01/12/2023,East of England,E12000006,9
01/12/2023,London,E12000007,38
01/12/2023,North East,E12000001,46
01/12/2023,North West,E12000002,78
01/12/2023,South East,E12000008,48
01/12/2023,South West,E12000009,23
01/12/2023,West Midlands Region,E12000005,30
01/12/2023,Yorkshire and The Humber,E12000003,40
01/12/2023,England,E92000001,334
01/12/2023,Wales,W92000004,22
01/01/2024,East Midlands,E12000004,21
01/01/2024,East of England,E12000006,7
01/01/2024,London,E12000007,46
01/01/2024,North East,E12000001,40
01/01/2024,North West,E12000002,86
01/01/2024,South East,E12000008,51
01/01/2024,South West,E12000009,27
01/01/2024,West Midlands Region,E12000005,19
01/01/2024,Yorkshire and The Humber,E12000003,49
01/01/2024,England,E92000001,346
01/01/2024,Wales,W92000004,21
01/02/2024,East Midlands,E12000004,24
01/02/2024,East of England,E12000006,7
01/02/2024,London,E12000007,43
01/02/2024,North East,E12000001,51
01/02/2024,North West,E12000002,62
01/02/2024,South East,E12000008,43
01/02/2024,South West,E12000009,20
01/02/2024,West Midlands Region,E12000005,29
01/02/2024,Yorkshire and The Humber,E12000003,54
01/02/2024,England,E92000001,333
01/02/2024,Wales,W92000004,27
01/03/2024,East Midlands,E12000004,27
01/03/2024,East of England,E12000006,7
01/03/2024,London,E12000007,32
01/03/2024,North East,E12000001,67
01/03/2024,North West,E12000002,92
01/03/2024,South East,E12000008,43
01/03/2024,South West,E12000009,25
01/03/2024,West Midlands Region,E12000005,28
01/03/2024,Yorkshire and The Humber,E12000003,46
01/03/2024,England,E92000001,367
01/03/2024,Wales,W92000004,15
01/04/2024,East Midlands,E12000004,17
01/04/2024,East of England,E12000006,7
01/04/2024,London,E12000007,43
01/04/2024,North East,E12000001,69
01/04/2024,North West,E12000002,48
01/04/2024,South East,E12000008,37
01/04/2024,South West,E12000009,18
01/04/2024,West Midlands Region,E12000005,21
01/04/2024,Yorkshire and The Humber,E12000003,28
01/04/2024,England,E92000001,288
01/04/2024,Wales,W92000004,23
01/05/2024,East Midlands,E12000004,14
01/05/2024,East of England,E12000006,7
01/05/2024,London,E12000007,29
01/05/2024,North East,E12000001,41
01/05/2024,North West,E12000002,32
01/05/2024,South East,E12000008,24
01/05/2024,South West,E12000009,23
01/05/2024,West Midlands Region,E12000005,15
01/05/2024,Yorkshire and The Humber,E12000003,21
01/05/2024,England,E92000001,206
01/05/2024,Wales,W92000004,9
01/06/2024,East Midlands,E12000004,19
01/06/2024,East of England,E12000006,1
01/06/2024,London,E12000007,22
01/06/2024,North East,E12000001,30
01/06/2024,North West,E12000002,11
01/06/2024,South East,E12000008,16
01/06/2024,South West,E12000009,12
01/06/2024,West Midlands Region,E12000005,17
01/06/2024,Yorkshire and The Humber,E12000003,16
01/06/2024,England,E92000001,144
01/06/2024,Wales,W92000004,14
01/07/2024,East Midlands,E12000004,8
01/07/2024,East of England,E12000006,2
01/07/2024,London,E12000007,24
01/07/2024,North East,E12000001,37
01/07/2024,North West,E12000002,38
01/07/2024,South East,E12000008,21
01/07/2024,South West,E12000009,6
01/07/2024,West Midlands Region,E12000005,11
01/07/2024,Yorkshire and The Humber,E12000003,21
01/07/2024,England,E92000001,168
01/07/2024,Wales,W92000004,9
01/08/2024,East Midlands,E12000004,4
01/08/2024,East of England,E12000006,4
01/08/2024,London,E12000007,17
01/08/2024,North East,E12000001,20
01/08/2024,North West,E12000002,10
01/08/2024,South East,E12000008,12
01/08/2024,South West,E12000009,2
01/08/2024,West Midlands Region,E12000005,9
01/08/2024,Yorkshire and The Humber,E12000003,8
01/08/2024,England,E92000001,86
01/08/2024,Wales,W92000004,3
01/09/2024,East Midlands,E12000004,3
01/09/2024,East of England,E12000006,1
01/09/2024,London,E12000007,9
01/09/2024,North East,E12000001,12
01/09/2024,North West,E12000002,9
01/09/2024,South East,E12000008,5
01/09/2024,South West,E12000009,3
01/09/2024,West Midlands Region,E12000005,6
01/09/2024,Yorkshire and The Humber,E12000003,2
01/09/2024,England,E92000001,50
01/09/2024,Wales,W92000004,3
